actividad	centro	dni	quien	importe	date	tipo
Fiesta Pachito	Zaragoza Cultural		El Pecado de Eva, S.L. - ES	4157	15/05/2018	Servicios(Menor)
Miguel Angel Berna La Jota	Zaragoza Cultural		Arkhe Danza, S.L. - ES	4964	14/05/2018	Servicios(Menor)
Utilización de las instalaciones del Auditorio para la celebración de la XXXV Feria de Artesania Aragonesa	Zaragoza Cultural		Diputación General de Aragón 	24437	14/05/2018	Servicios(Restringido)
Patrocinio para el apoyo a iniciativas organizadas por la Asociación de salas de Música Aragón en vivio, para el formento de la musica en directo en Zaragoza.	Zaragoza Cultural		"Asociación profesional de salas de música ""Aragón en vivo"" "	60000	14/05/2018	Privado(Negociado sin publicidad)
Coorganización programa actividades barrios creando barrios	Zaragoza Cultural		A.C. Escuela Circo Social de Zaragoza - ES	21930	14/05/2018	Privado(Negociado sin publicidad)
"Coorganización ""Zaragoza is Bike"""	Zaragoza Cultural		CALA Y PEDAL SOCIEDAD COOPERATIVA	4967	11/05/2018	Otros(Menor)
50 º Aniversario ARPA	Zaragoza Cultural		Equipos Móviles de Campaña Arpa S.A.U. - ES	3341	11/05/2018	Servicios(Menor)
Contrato para el Servicio de Alquiler de sonido e iluminación Festival Cantania 2018 en Auditorio de Zaragoza	Zaragoza Cultural		FLUGE.	9350	08/05/2018	Servicios(Menor)
Graduación Alumnos Facultad de Medicina	Zaragoza Cultural		Colegio Oficial de Médicos de Zaragoza - ES	3681	08/05/2018	Servicios(Menor)
Concierto Participativo Singerhood, S.L.	Zaragoza Cultural		Singerhood, S.L. - ES	3341	08/05/2018	Servicios(Menor)
Actuación Cía. Nostraxladamus	Zaragoza Cultural		Asociación Murcielagox - ES	4000	03/05/2018	Otros(Menor)
Coorganización Nexo: Sonido, Música y Tecnologia	Zaragoza Cultural		Grupo Formativo Expresate, S.L. - ES	3750	03/05/2018	Otros(Menor)
Modificación del cuadro de motores para las lámparas de la Sala Mozart instalado en el Auditorio de Zaragoza	Zaragoza Cultural		PROSS AUTOMATICA	4750	27/04/2018	Servicios(Menor)
Mantenimiento preventivo anual de motores y poliapastos instalados en el Auditorio de Zaragoza	Zaragoza Cultural		GESTION DE ESPACIOS CULTURALES Y DE OCIO, SA	4750	27/04/2018	Suministros(Menor)
Coorganización festival flamenco Zaragoza 2018	Zaragoza Cultural		Producciones Panoja, S.L. - ES	16528	25/04/2018	Privado(Negociado sin publicidad)
Concierto de Orquesta de Cadaqués- Temp Primavera	Zaragoza Cultural		Orquesta Cadaqués, S.L. 	70000	20/04/2018	Privado(Negociado sin publicidad)
Concierto Filarmónica de Copenhaque. Temp  Primavera	Zaragoza Cultural		Sanzkonzert, S.L. 	42000	20/04/2018	Privado(Negociado sin publicidad)
Festival fin curso Escuela Danza Arantxa Argüelles	Zaragoza Cultural		Argüelles Marco, Arantxa - ES	4239	19/04/2018	Servicios(Menor)
Festival Fin curso Escuela Danza María de Avila	Zaragoza Cultural		Garcia Gomez, Dolores - ES	4239	19/04/2018	Otros(Menor)
Concierto Pablo López	Zaragoza Cultural		Eventos MPH Directo, S.L. - ES	3080	17/04/2018	Servicios(Menor)
Asamblea de Circuito de Testigos de Jehová	Zaragoza Cultural		Testigos Cristianos de Jehová - ES	6430	13/04/2018	Servicios(Menor)
"Coorganización XII Encuentro Nacional Payasos ""Entrepayasaos"""	Zaragoza Cultural		Asociación Encuentra Encuentros - ES	3500	13/04/2018	Otros(Menor)
Coorganización XI Encuentro Malabares y Artistas de Circo	Zaragoza Cultural		Asoc. Malabaristas Zaragoza-AMZ Creando Circo - ES	9300	13/04/2018	Otros(Menor)
Coorganización VII Festival Circo Social de Zaragoza	Zaragoza Cultural		A.C. Escuela Circo Social de Zaragoza - ES	9000	13/04/2018	Otros(Menor)
Coorganización de la XI Edición del Festival Internacional de cine y medio ambiente ciudad de Zaragoza (ecozine)	Zaragoza Cultural		Asociacion cultural Ecozine 	26900	13/04/2018	Privado(Negociado sin publicidad)
Coorganización actividades Musethica Zaragoza 2018	Zaragoza Cultural		Asociación Musethica 	30000	11/04/2018	Privado(Negociado sin publicidad)
Suministro de pólvora para la recreación histórica en Parque Tio Jorge abril 2018	Zaragoza Cultural		Claver e Hijos, S.L.	4976	10/04/2018	Suministros(Menor)
Suministro de servicio de catering para la recreación histórica en Parque Tio Jorge abril 2018	Zaragoza Cultural		EVENTOS QUININ	9290	09/04/2018	Suministros(Menor)
Impresión del catálogo de la exposición de Carmelo Rebullida en La Lonja	Zaragoza Cultural		CALIDAD-GRAFICA-SL	3072	03/04/2018	Suministros(Menor)
Coorganización del festival Trayectos 2018. Festival internacional de danza contemporánea en paisajes urbanos.	Zaragoza Cultural		Asoc. Cult las Voces Humanas - ES	65000	02/04/2018	Privado(Negociado sin publicidad)
XXXII Feria de Andalucia en Zaragoza	Zaragoza Cultural		Casa de Andalucia en Zaragoza - ES	4974	02/04/2018	Servicios(Menor)
Concierto Gabriela Montero- Temp. Solistas	Zaragoza Cultural		Asian Music, S.L. - ES	5100	01/04/2018	Otros(Menor)
Celebración XIII Muestra internacional Zinentiendo	Zaragoza Cultural		Asociación Towanda por la diversidad afectivo sexual - ES	6000	27/03/2018	Otros(Menor)
Patrocinio para la celebración del XXIII Festival de cine de Zaragoza	Zaragoza Cultural		Asociación cultural festival cine Zaragoza 	72000	27/03/2018	Privado(Negociado sin publicidad)
Celebración exposición Expolio	Zaragoza Cultural		Prat Molet Judith - ES	3300	27/03/2018	Otros(Menor)
Celebración exposición 1968. El fuego de las ideas	Zaragoza Cultural		Fundación Contemporánea - ES	15000	27/03/2018	Otros(Menor)
Celebración exposición Right me	Zaragoza Cultural		Recio Parra, Arantxa - ES	2178	27/03/2018	Otros(Menor)
Celebración exposición los sonidos de la imagen	Zaragoza Cultural		Vergara Miravete, Angel - ES	6700	27/03/2018	Otros(Menor)
Concierto Orquesta Reino de Aragón y Coro Amici Musicae . CIM	Zaragoza Cultural		Gesmar Servicios Culturales, S.L. - ES	12000	25/03/2018	Otros(Menor)
Reistencia Rock Festival	Zaragoza Cultural		JJK Pro, S.C. - ES	5319	23/03/2018	Servicios(Menor)
Master Class y concierto Lynbrook High	Zaragoza Cultural		Wens Travel B.V. - NL	5338	23/03/2018	Servicios(Menor)
Coorganización actividades 2018 centro musical y artistico Las Armas	Zaragoza Cultural		El Fantasma Producciones, S.L. - ES	45454	21/03/2018	Privado(Negociado sin publicidad)
Conciertos Pedagógicos y en Familia	Zaragoza Cultural		Hernando de Aragón - ES	25000	19/03/2018	Privado(Negociado sin publicidad)
Servicio de Limpieza del Auditorio Palacio de Congresos de Zaragoza y espacios para las actividades de la SM Zaragoza Cultural, S.A.U.	Zaragoza Cultural		Optima Facility Services, S.L. 	589039	19/03/2018	Servicios(Abierto)
Concierto de Mahler Chamber Orchestra. Temp. Primavera	Zaragoza Cultural		Duetto Management, S .L. - ES	65000	19/03/2018	Privado(Negociado sin publicidad)
Celebración exposición Una ciudad en la crisálida	Zaragoza Cultural		Lucea Valero, Beatriz - ES	11200	19/03/2018	Otros(Menor)
Concierto de Tonhalle Orchester Zurich- Temp Primavera	Zaragoza Cultural		Aijonmusic, SA 	70000	19/03/2018	Privado(Negociado sin publicidad)
Concierto de James Rhodes-Ciclo Solistas	Zaragoza Cultural		Muzmuki, S.L. 	25856	19/03/2018	Privado(Negociado sin publicidad)
Coorganización Festival Slap! Indoor 2018	Zaragoza Cultural		Dominguez Gracia, Victor - ES	10988	15/03/2018	Otros(Menor)
Concierto Orquesta Reino de Aragón (opera Carmen)	Zaragoza Cultural		Gesmar Servicios Culturales, S.L. - ES	3202	09/03/2018	Servicios(Menor)
Feria de la Vivienda	Zaragoza Cultural		Zesis, s.l. - ES	13055	09/03/2018	Servicios(Menor)
Concierto Al Ayre Español. Temp Primavera	Zaragoza Cultural		Laurel de Apolo, s.l. 	10500	26/02/2018	Privado(Negociado sin publicidad)
Concierto de Orquesta Sinfónica Radio de Finlandia-Temp Primavera	Zaragoza Cultural		Aijonmusic, SA 	68000	26/02/2018	Privado(Negociado sin publicidad)
Concierto de Les Musiciens du Louvre- Temp. Primavera	Zaragoza Cultural		Duetto Management, S .L. - ES	14700	26/02/2018	Privado(Negociado sin publicidad)
Suministro de un interacumulador para ACS en el espacio designado del Auditorio de Zaragoza.	Zaragoza Cultural		FERROVIAL SERVICIOS SA	3895	26/02/2018	Suministros(Menor)
"Servicio en régimen de alquiler de material de iluminación, video y personal técnico para la actividad ""Ópera Cármen"""	Zaragoza Cultural		RAMPA HUESCA S.L.	4100	26/02/2018	Servicios(Menor)
Control de Aves para la prestación de servicios en las instalaciones exteriores del Museo del Teatro Caesaraugusta de Zaragoza	Zaragoza Cultural		Desinfecciones Daymax 	3225	26/02/2018	Servicios(Abierto)
Colaborador oficial Ayuntamiento de Zaragoza Fiestas del Pilar 2018 y otras actividades	Zaragoza Cultural		Mercazaragoza 	19504	23/02/2018	Privado(Restringido)
Asistencia técnica a la Mesa de Coordinación y a las Mesas Sectoriales	Zaragoza Cultural		AD HOC GESTIÓN CULTURAL S. L.	12800	19/02/2018	Servicios(Menor)
Coorganización programa actividades culturales 2018.	Zaragoza Cultural		Federación Interpeñas de Zaragoza 	45454	12/02/2018	Privado(Negociado sin publicidad)
Suministro e instalación del equipamiento escénico, audiovisual, comunicaciones y otros para Harinera de San Jose de Zaragoza	Zaragoza Cultural		Tecesa, S.L.U. 	126208	02/02/2018	Suministros(Abierto)
Concierto de Gürzenich Orchester Köln-Temp Primavera	Zaragoza Cultural		Peris Orht Konzert 	63000	26/01/2018	Privado(Negociado sin publicidad)
Concierto de los Niños cantores de Viena -cim	Zaragoza Cultural		Aijonmusic, SA 	25000	26/01/2018	Privado(Negociado sin publicidad)
Coorganización 4ª edición ciclo De la Raiz	Zaragoza Cultural		Producciones Panoja, S.L. - ES	33000	15/01/2018	Privado(Negociado sin publicidad)
Suministro e instalación del Mobiliario para Harinera de San Jose de Zaragoza.	Zaragoza Cultural		Tecnidiseño Plus 	54075	15/01/2018	Suministros(Abierto)
Concierto de London Philharmonic Orchestra- Temp Otoño	Zaragoza Cultural		Aijonmusic, SA 	90000	12/01/2018	Privado(Negociado sin publicidad)
Joven Orquesta Nacional de España. Temporada Otoño y cim	Zaragoza Cultural		Viajes Halcón, SAU. 	19090	04/01/2018	Privado(Negociado sin publicidad)
Concierto de Yuja Wang y la Chamber Orchestra of Europa- Temp Otoño	Zaragoza Cultural		Sanzkonzert, S.L. 	60000	04/01/2018	Privado(Negociado sin publicidad)
SERVICIOS DE ASISTENCIA TÉCNICA PARA LA ADAPTACIÓN, MODIFICACIÓN Y REDACCIÓN DE LOS PROYECTOS DE INGENIERÍA Y/O MEMORIAS COMPLEMENTARIOS A DOS PROYECTOS DE EJECUCIÓN SITUADOS EN C/CONTAMINA 4 Y EDIFIC	Zaragoza Vivienda		PEDRO FUNES, S.L.	10350	14/12/2018	Servicios(Negociado sin publicidad)
SERVICIOS DE ASISTENCIA TÉCNICA PARA LA ADAPTACIÓN, MODIFICACIÓN Y REDACCIÓN DE PROYECTOS DE INGENIERÍA Y/O MEMORIAS COMPLEMENTARIOS A TRES PROYECTOS DE EJECUCIÓN SITUADOS EN C/ HORNO 9, C/ HORNO 14-1	Zaragoza Vivienda		DISEÑO, DESARROLLO Y DIRECCION DE INSTALACIONES S.L.	14900	04/12/2018	Servicios(Negociado sin publicidad)
SERVICIO ALQUILER CONTENEDORES PISL	Zaragoza Vivienda		TRANSPORTES  BUERA SANCHO, S.A.	1700	03/12/2018	Servicios(Menor)
SUMINISTRO DE CAMISETAS TÉCNICAS DEPORTIVAS PARA REPRESENTAR A ZARAGOZA VIVIENDA EN LA CARRERA DE EMPRESA CONVOCADA POR ESIC	Zaragoza Vivienda		G.M.P. PUBLICIDAD 	130	30/11/2018	Suministros(Menor)
SUMINISTRO DE MOBILIARIO PARA PISOS COMPARTIDOS DENTRO DEL CONVENIO CON EL INJUVE DESTINADO A FAVORECER LA AUTONOMÍA DE JÓVENES EN ALOJAMIENTO TEMPORAL	Zaragoza Vivienda		HIPOPÓTAMO EUROPA S.L.	3151	21/11/2018	Suministros(Menor)
SERVICIOS DE CONSULTORÍA Y ASISTENCIA JURÍDICA PARA LA ADECUACIÓN, ADAPTACIÓN Y POSTERIOR ACTUALIZACIÓN Y MANTENIMIENTO AL REGLAMENTO (UE) 2016/679 DEL PARLAMENTO EUROPEO Y DEL CONSEJO DE 27 DE ABRIL	Zaragoza Vivienda		OESIA NETWORKS, S.L.	33591	09/11/2018	Servicios(Abierto)
"SERVICIOS DE COMPRA DE ESPACIOS EN MEDIOS DE COMUNICACIÓN Y DEMÁS SOPORTES PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA PUBLICITARIA DEL PROGRAMA ""ALEGRA TU VIVIENDA"""	Zaragoza Vivienda		Havas Media Proximia	24000	08/11/2018	Servicios(Abierto Simplificado)
SUMINISTRO DE LONA INFORMATIVA DE OBRAS DE REHABILITACIÓN ENERGÉTICA QUE HAN RECIBIDO AYUDAS DE LA SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA S.L.U.	Zaragoza Vivienda		G.M.P. PUBLICIDAD 	640	07/11/2018	Suministros(Menor)
SUMINISTRO DE DESTRUCTORA DE PAPEL PARA ÁREA ECONÓMICO FINANCIERA	Zaragoza Vivienda		OFIGOYA, S.L.	90	06/11/2018	Suministros(Menor)
SUMINISTRO DE PINTURAS Y MATERIAL ACCESORIO PARA LA EJECUCIÓN DEL PLAN DE EMPLEO SOCIOLABORAL 2018	Zaragoza Vivienda		HIPOPOTAMO PINTURAS Y DECORACION	15000	30/10/2018	Suministros(Abierto Simplificado)
SUMINISTRO DE PINTURAS Y MATERIAL ACCESORIO PARA LA EJECUCIÓN DEL PLAN DE EMPLEO SOCIOLABORAL 2018	Zaragoza Vivienda		BLANCO FERRETERIA S.L.	15000	30/10/2018	Suministros(Abierto Simplificado)
SUMINISTRO DE CALZADO DE SEGURIDAD PARA TRABAJADORES DE LA SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA S.L.U.	Zaragoza Vivienda		FERRETERÍA COMERCIAL VIÑAS S.L.	140	18/10/2018	Suministros(Menor)
SERVICIO DE CONEXIÓN WIFI DE 12 VIVIENDAS PROPIEDAD DE LA SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA, S.L.U.	Zaragoza Vivienda		PEPEMOBILE, S.L.	4117	17/10/2018	Servicios(Menor)
 Suministro de muebles de cocina y material accesorio para las actuaciones a realizar en viviendas propiedad de Zaragoza Vivienda S.L.U	Zaragoza Vivienda		SUCESORES CASA MARTÍNEZ, S.C.L.	14399	15/10/2018	Suministros(Menor)
SERVICIO DE REPARACIÓN EQUIPO MULTIFUNCIONAL KONICA MINOLTA BH227	Zaragoza Vivienda		ARAMAC, SL.	289	10/10/2018	Servicios(Menor)
SUMINISTRO DE UN TERMINAL DE TELEFONÍA MÓVIL CON PROTECTOR DE PANTALLA PARA USO CORPORATIVO	Zaragoza Vivienda		MEDIA MARKT ZARAGOZA	123	17/09/2018	Suministros(Menor)
SERVICIOS DE ASISTENCIA TÉCNICA PARA LA REDACCIÓN DE LA AUDITORÍA ENERGÉTICA, MODELADO Y SIMULACIONES COMPLEMENTARIAS DEL EDIFICIO SITO EN C/ MAESTRO TELLERÍA 12-20 DE LA CIUDAD DE ZARAGOZA.	Zaragoza Vivienda		EUROQUALITY SARL	3000	03/09/2018	Servicios(Menor)
Suministro de menaje para equipamiento de viviendas	Zaragoza Vivienda		IKEA IBÉRICA S.A	691	18/07/2018	Suministros
Suministro sillas de comedor  para centro comunitario ubicado en el edificio sito en calle Antonio leyva nº 92	Zaragoza Vivienda		CASTILLA INSTALACIÓN DE OFICINAS S.A.	450	09/07/2018	Suministros
Suministro estantería metálica  para centro comunitario ubicado en el edificio sito en calle Antonio leyva n.º 92	Zaragoza Vivienda		FERRETERÍA COMERCIAL VIÑAS S.L.	91	09/07/2018	Suministros
Suministro de altavoz portátil con batería y microfonía para actividades comunitarias	Zaragoza Vivienda		NAGIMA PROYECT SL	247	04/07/2018	Suministros
Suministro de almohadas para acondicionamiento de 9 viviendas destinadas a programas sociales propiedad de Zaragoza Vivienda.	Zaragoza Vivienda		JUAN ANDRÉS ROMEO SEBASTIAN	195	04/07/2018	Suministros
Suministro de 100 memorias USB de 4 GB de capacidad perSonalizados  con el logotipo de la Sociedad Municipal Zaragoza Vivienda, S.L.U.	Zaragoza Vivienda		LYRECO ESPAÑA S.A.	387	26/06/2018	Suministros
Suministro y mantenimiento de tres botellas de  gas medicinal para los equipos de cardioprotección instalados en las sedes de Zaragoza Vivienda	Zaragoza Vivienda		PRAXAIR ESPAÑA, SL.	586	15/06/2018	Suministros
"Servicio de dinamización de la campaña ""Alegra tu vivienda"" promovida por la Sociedad Municipal Zaragoza Vivienda S. L. U."	Zaragoza Vivienda		PEDRO MANUEL CORTÉS MOLES	6150	13/06/2018	Servicios
Suministro de mobiliario de oficina con destino a la Sociedad Municipal Zaragoza Vivienda, S.L.U 	Zaragoza Vivienda		TORRES EQUIPAMIENTOS DE OFICINAS, S.L.	2727	11/06/2018	Suministros(Menor)
SUMINISTRO DE PINTURA REFLEXIVA AISLANTE PARA EXTERIORES, PARA SU USO EN EDIFICIOS PROPIEDAD DE ZARAGOZA VIVIENDA.	Zaragoza Vivienda		MATERIAL INNOVATIVE GESELLSCHAFT MBH	4893	31/05/2018	Suministros(Menor)
Servicio de pegado de carteles	Zaragoza Vivienda		ARAGÓN DIGITAL, S.L.	653	24/05/2018	Servicios
"Servicios de publicidad de la campaña ""Alegra tu vivienda"" de Zaragoza Vivienda, S.L.U. "	Zaragoza Vivienda		GRÁFICAS PELLICER, S.L.	1025	23/05/2018	Servicios(Menor)
Suministro  de cajón archivador de acero para área de Gestión Social y Alquileres	Zaragoza Vivienda		LYRECO ESPAÑA S.A.	288	22/05/2018	Suministros
Curso de formación presencial de atención al ciudadano para la Unidad de Información y Atención al Ciudadano y Recepción, de la Sociedad Municipal Zaragoza Vivienda S. L. U.	Zaragoza Vivienda		AYANET RECURSOS HUMANS S.L.	3300	16/05/2018	Servicios
Contratación de seguridad para la obra de rehabilitación energética situado en la calle Tellería 12-20 de Zaragoza a ejecutar por Zaragoza Vivienda, S.L.U	Zaragoza Vivienda		COMPAÑÍA INTEGRAL DE SEGURIDAD S.L.	10974	04/05/2018	Servicios
Suministro de mobiliario para acondicionamiento de viviendas propiedad o gestionadas por la Sociedad Municipal Zaragoza Vivienda, S.L.U.	Zaragoza Vivienda		Muebles Nebra S.L.	67500	26/04/2018	Suministros(Abierto)
Suministro de material informático para varios puestos de trabajo de la Sociedad Municipal Zaragoza Vivienda S.L.U.	Zaragoza Vivienda		HIBERUS SISTEMAS INFORMÁTICOS S. L.	2982	06/04/2018	Suministros
SUMINISTRO DE EQUIPO MULTIFUNCIONAL PARA UTILIZACIÓN POR DEPARTAMENTOS DE LA SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA S.L.U.	Zaragoza Vivienda		CANON ESPAÑA, S.A	3000	06/04/2018	Suministros(Negociado sin publicidad)
Suministro de terminales de telefonía móvil para uso corporativo	Zaragoza Vivienda		AMAZON E.U. S.A.R.L.	845	02/04/2018	Suministros
SERVICIO POSTAL DE RECOGIDA, TRATAMIENTO, ADMISIÓN, CLASIFICACIÓN, CURSO, TRANSPORTE, DISTRIBUCIÓN Y ENTREGA DE SU CORRESPONDENCIA ORDINARIA Y CERTIFICADA	Zaragoza Vivienda		CORREOS (GRUPO SEPI)	15000	26/03/2018	Servicios(Menor)
Servicio de elaboración de un programa de dinamización de actividades participativas en torno al proyecto” Azoteas Verdes” 	Zaragoza Vivienda		EL GANCHILLO SOCIAL	12000	23/03/2018	Servicios(Menor)
Servicio de asesoramiento para la modificación y redacción de Proyectos existentes de las obras a realizar por la Sociedad Municipal para la ampliación del parque público de vivienda social de alquil	Zaragoza Vivienda		BHAUS ARQUITECTURA EFICIENTE,S.L	16500	22/03/2018	Servicios(Abierto)
Servicio de asesoramiento para la modificación y redacción de Proyectos existentes de las obras a realizar por la Sociedad Municipal para la ampliación del parque público de vivienda social de alquil	Zaragoza Vivienda		JOAQUÍN SÁNCHEZ CLIMENT Y OTROS	18750	22/03/2018	Servicios(Abierto)
Servicio de asesoramiento para la modificación y redacción de Proyectos existentes de las obras a realizar por la Sociedad Municipal para la ampliación del parque público de vivienda social de alquil	Zaragoza Vivienda		ALBERTO HAERING Y OTROS	16500	22/03/2018	Servicios(Abierto)
Servicio consistente en la realización de tasaciones de inmuebles y solares propiedad de la Sociedad Municipal Zaragoza Vivienda, S.L.U.	Zaragoza Vivienda		TÉCNICOS EN TASACIÓN S.A.	6000	13/03/2018	Servicios
Curso de formación de prevención frente al coso sexual y por razón de sexo, en el ámbito laboral (Modalidad presencial)	Zaragoza Vivienda		FUNDACIÓN ARAGONESA PARA LA FORMACIÓN Y EL EMPLEO	2510	07/03/2018	Servicios
Servicio de orientación y asesoramiento psicosocial a los/as empleados/as de Zaragoza Vivienda	Zaragoza Vivienda		MAS PREVENCIÓN SERVICIO DE PREVENCION, S.L.U.	2100	01/03/2018	Servicios
Suministro de siete extintores de 5 Kg de CO2 y un extintor de 6 Kg de polvo, para reposición en edificios propiedad o gestionados por Sociedad Municipal Zaragoza Vivienda, S.L.U.	Zaragoza Vivienda		OASYS GROUP PCI, S.L.	317	27/02/2018	Suministros(Menor)
Servicio consistente en la realización del diseño y gestión del Boletín Interno y colaboración en la gestión de redes sociales para el desarrollo del Proyecto de Comunicación Interna y Externa de Zaragoza Vivienda dentro del Plan Estratégico 2017-2020	Zaragoza Vivienda		PINEAPPLE, COMUNICACIÓN, S.L.	2500	06/02/2018	Servicios
Suministro de componentes electrónicos para la realización de talleres de difusión del juego Tribe en colegios en el marco del Proyecto TRIBE N.º Contrato 649770 financiado por la Comisión Europea bajo el Programa Horizonte 2020	Zaragoza Vivienda		ENDEF ENGINEERING S.L.	720	31/01/2018	Suministros
Servicio especializado de asistencia técnica para la realización del Balance del Bien Común 2017	Zaragoza Vivienda		ANTONIO BRETÓN HERNÁNDEZ	3000	30/01/2018	Servicios
Servicio de tasaciones de varios activos inmobiliarios propiedad de la Sociedad Municipal Zaragoza Vivienda, S.L.U. para evaluar su test de deterioro	Zaragoza Vivienda		TÉCNICOS EN TASACIÓN S.A.	500	25/01/2018	Servicios
Servicio consistente en la realización de una certificación georreferenciada de distintos solares de Zaragoza propiedad de la Sociedad Municipal Zaragoza Vivienda S.L.U.	Zaragoza Vivienda		INGENIEROS SUPERIORES EN CARTOGRAFÍA, S.C.P	3000	18/01/2018	Servicios
Servicio de re direccionamiento de IP para soporte y asistencia técnica a las cámaras de vigilancia instaladas en los garajes y trasteros de la Calle Armas, propiedad de la Sociedad Municipal Zaragoza Vivienda  S.L.U.	Zaragoza Vivienda		SESE SEGURIDAD IBERIA S.L.U	204	15/01/2018	Servicios
VIGILANCIA DE LA SALUD DEL PERSONAL DEL PATRONATO	Educación y Bibliotecas		MAS PREVENCIÓN SERVICIO DE PREVENCION, S.L.U.	9893	13/12/2018	Servicios(Menor)
SUSCRIPCION AL DIARIO EL PERIODICO DE ARAGON	Educación y Bibliotecas		PRENSA DIARIA ARAGONESA S.A.	4700	16/11/2018	Suministros(Menor)
Servicio de limpieza de 3 Bibliotecas, Aulario de Universidad Popular y Sede del Patronato Municipal de Educación y Bibliotecas de Zaragoza	Educación y Bibliotecas		EULEN S.A.	43989	30/07/2018	Servicios(Abierto)
MANTENIMIENTO APLICACION DE CONTABILIDAD	Educación y Bibliotecas		IA SOFT ARAGÓN S.L.	3270	20/06/2018	Servicios(Menor)
Formación de personal de las secciones de Escuelas Infantiles y Universidad Popular. (En único lote)	Educación y Bibliotecas		 CONSULTORES M&amp TT, S.L.	10920	28/05/2018	Servicios(Menor)
SUSCRIPCIONES AL PERIODICO HERALDO DE ARAGON	Educación y Bibliotecas		HERALDO DE ARAGÓN EDITORA, S.L.U.	11899	08/05/2018	Suministros(Menor)
Vestuario: ropa de trabajo para el personal de las Escuelas Infantiles Municipales de Zaragoza	Educación y Bibliotecas		EUREDA TEXTIL, S.L.	3300	18/04/2018	Servicios(Menor)
VIGILANCIA DE LA SALUD DEL PERSONAL DEL PATRONATO	Educación y Bibliotecas		MAS PREVENCIÓN SERVICIO DE PREVENCION, S.L.U.	9893	13/12/2018	Servicios(Menor)
SUSCRIPCION AL DIARIO EL PERIODICO DE ARAGON	Educación y Bibliotecas		PRENSA DIARIA ARAGONESA S.A.	4700	16/11/2018	Suministros(Menor)
Servicio de limpieza de 3 Bibliotecas, Aulario de Universidad Popular y Sede del Patronato Municipal de Educación y Bibliotecas de Zaragoza	Educación y Bibliotecas		EULEN S.A.	43989	30/07/2018	Servicios(Abierto)
MANTENIMIENTO APLICACION DE CONTABILIDAD	Educación y Bibliotecas		IA SOFT ARAGÓN S.L.	3270	20/06/2018	Servicios(Menor)
Formación de personal de las secciones de Escuelas Infantiles y Universidad Popular. (En único lote)	Educación y Bibliotecas		 CONSULTORES M&amp TT, S.L.	10920	28/05/2018	Servicios(Menor)
SUSCRIPCIONES AL PERIODICO HERALDO DE ARAGON	Educación y Bibliotecas		HERALDO DE ARAGÓN EDITORA, S.L.U.	11899	08/05/2018	Suministros(Menor)
Vestuario: ropa de trabajo para el personal de las Escuelas Infantiles Municipales de Zaragoza	Educación y Bibliotecas		EUREDA TEXTIL, S.L.	3300	18/04/2018	Servicios(Menor)
SUMINISTRO DE EQUIPAMIENTO INFORMÁTICO PARA AULAS Y SERVICIOS GENERALES DEL INSTITUTO MUNICIPAL DE EMPLEO Y FOMENTO EMPRESARIAL DE ZARAGOZA (ZARAGOZA DINÁMICA)	Zaragoza Dinámica		TEKNOSERVICE	41658	27/12/2018	Suministros(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	950334	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACIÓN SAN VALERO	1360357	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		ASOCIACION TALLER EDUCATIVO LABORAL DE CASETAS	850094	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	990634	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	915158	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	947002	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	941743	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION PICARRAL	1099957	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	982431	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	720086	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACIÓN Mª AUXILIADORA	1036736	10/07/2018	Servicios(Abierto)
Servicios para desarrollar los proyectos educativos formativos de los centros sociolaborales	Zaragoza Dinámica		FUNDACION ADUNARE	704280	10/07/2018	Servicios(Abierto)
